location.name,location.region,location.country,location.lat,location.lon,location.tz_id,location.localtime_epoch,location.localtime,current.last_updated_epoch,current.last_updated,current.temp_c,current.temp_f,current.is_day,current.condition.text,current.condition.icon,current.condition.code,current.wind_mph,current.wind_kph,current.wind_degree,current.wind_dir,current.pressure_mb,current.pressure_in,current.precip_mm,current.precip_in,current.humidity,current.cloud,current.feelslike_c,current.feelslike_f,current.windchill_c,current.windchill_f,current.heatindex_c,current.heatindex_f,current.dewpoint_c,current.dewpoint_f,current.vis_km,current.vis_miles,current.uv,current.gust_mph,current.gust_kph
London,"City of London, Greater London",United Kingdom,51.52,-0.11,Europe/London,1726448528,9/16/2024 2:02,1726448400,9/16/2024 2:00,14.4,57.9,0,Overcast,//cdn.weatherapi.com/weather/64x64/night/122.png,1009,3.6,5.8,305,NW,1026,30.3,0.02,0,94,100,14.6,58.2,14.9,58.9,14.7,58.5,11.8,53.2,10,6,1,5.2,8.4
