name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,1/23/2023,3.9,2.2,3.2,2.8,-4.0,-0.7,0.2,81.8,14.19,100,66.67,rain,0.1,0.1,56.2,37.1,323.2,1003.9,99.4,10.8,20.9,1.8,1,10.0,2023-01-23T07:13:44,2023-01-23T17:02:27,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/25/2023,12.1,2.2,4.7,12.1,-2.1,2.5,-1.1,67.9,20.68,100,41.67,"rain,snow",0.5,0.1,59.2,25.9,101.9,1019.4,62.7,12.7,24.4,2.1,1,10.0,2023-01-25T07:12:17,2023-01-25T17:04:52,0.13,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,snow,"72505394728,KLGA,KNYC,F1417,72503014732"
New York City,1/26/2023,13.0,5.0,7.9,13.0,1.0,5.4,0.8,62.7,11.815,100,20.83,rain,0.0,0.1,57.7,33.5,260.5,1002.7,90.6,14.9,37.5,3.3,1,10.0,2023-01-26T07:11:31,2023-01-26T17:06:05,0.16,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/27/2023,5.3,2.4,3.9,3.3,-0.9,1.3,-5.2,52.4,0.0,0,0.0,snow,0.0,0.0,35.3,21.0,254.4,1018.2,40.2,16.0,68.8,5.9,3,10.0,2023-01-27T07:10:43,2023-01-27T17:07:19,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,1/28/2023,11.1,2.9,6.8,11.1,-0.6,4.7,-4.7,44.3,0.699,100,4.17,rain,0.0,0.0,96.1,20.5,241.4,1023.8,27.5,16.0,106.9,9.3,5,10.0,2023-01-28T07:09:53,2023-01-28T17:08:33,0.25,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,1/29/2023,11.1,6.1,8.3,11.1,4.6,7.3,-0.6,54.2,0.0,0,0.0,rain,0.0,0.0,32.6,16.2,255.9,1023.5,36.7,16.0,41.0,3.5,2,10.0,2023-01-29T07:09:02,2023-01-29T17:09:47,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,1/31/2023,8.4,1.1,3.9,6.9,-3.9,1.6,-2.8,63.1,0.318,100,16.67,"rain,snow",0.3,0.1,79.6,20.2,8.3,1022.0,99.4,15.9,36.2,3.1,2,10.0,2023-01-31T07:07:13,2023-01-31T17:12:15,0.33,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/1/2023,4.9,-1.7,1.2,2.1,-6.8,-2.3,-8.0,53.2,0.038,100,8.33,"rain,snow",0.9,0.0,47.9,21.6,9.9,1024.6,50.4,15.6,130.2,11.1,6,10.0,2023-02-01T07:06:16,2023-02-01T17:13:29,0.36,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,snow,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/2/2023,4.9,-1.2,1.8,1.5,-4.2,-1.8,-9.4,44.2,0.23,100,4.17,rain,0.0,0.0,87.1,23.3,257.5,1020.2,2.3,16.0,136.5,11.6,6,10.0,2023-02-02T07:05:17,2023-02-02T17:14:44,0.4,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/3/2023,2.1,-10.1,-3.3,-0.4,-14.8,-7.5,-13.6,45.5,0.469,100,4.17,snow,0.0,0.0,63.3,25.2,286.6,1017.1,33.1,16.0,148.1,12.7,6,10.0,2023-02-03T07:04:17,2023-02-03T17:15:58,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/6/2023,11.6,2.8,6.7,11.6,0.1,5.4,-1.3,57.9,0.46,100,8.33,rain,0.0,0.0,73.5,20.2,30.5,1017.1,42.6,16.0,105.8,9.2,6,10.0,2023-02-06T07:01:06,2023-02-06T17:19:41,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/7/2023,5.6,0.5,3.0,3.8,-3.9,0.1,-3.9,61.1,0.019,100,4.17,rain,0.0,0.0,72.0,25.1,144.5,1025.7,16.5,16.0,102.0,8.8,5,10.0,2023-02-07T06:59:59,2023-02-07T17:20:55,0.57,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/8/2023,13.2,3.4,7.8,13.2,0.5,6.6,-1.2,56.4,0.474,100,12.5,rain,0.0,0.0,66.6,16.4,268.9,1022.6,13.7,15.8,148.3,12.8,6,10.0,2023-02-08T06:58:51,2023-02-08T17:22:09,0.6,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/12/2023,7.9,2.3,5.1,7.9,0.1,3.2,-3.6,54.1,0.019,100,4.17,rain,0.0,0.0,31.4,23.7,352.4,1018.2,25.0,16.0,69.9,6.0,3,10.0,2023-02-12T06:54:04,2023-02-12T17:27:04,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/13/2023,13.9,5.0,9.0,13.9,0.9,7.8,-6.5,34.0,0.235,100,4.17,rain,0.0,0.0,66.6,25.4,308.4,1003.4,38.4,16.0,152.5,12.9,6,10.0,2023-02-13T06:52:48,2023-02-13T17:28:17,0.75,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/15/2023,17.8,7.3,12.2,17.8,6.0,11.9,1.9,50.0,0.23,100,4.17,rain,0.0,0.0,79.6,21.6,246.2,1017.4,10.9,16.0,100.5,8.5,5,10.0,2023-02-15T06:50:14,2023-02-15T17:30:42,0.84,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/16/2023,16.9,10.9,13.6,16.9,10.9,13.6,6.4,63.1,1.271,100,16.67,rain,0.0,0.0,38.9,13.4,262.8,1014.9,35.7,15.9,74.2,6.4,4,10.0,2023-02-16T06:48:55,2023-02-16T17:31:55,0.88,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/17/2023,16.1,1.1,10.6,16.1,-2.0,9.8,6.2,74.5,4.097,100,29.17,"rain,snow",0.0,0.0,57.6,21.1,265.0,1005.7,84.3,14.3,19.8,1.7,1,10.0,2023-02-17T06:47:35,2023-02-17T17:33:07,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/18/2023,7.1,-1.7,2.6,4.0,-4.1,-0.4,-8.3,45.6,0.23,100,4.17,rain,0.0,0.0,71.3,18.4,262.4,1025.6,23.5,15.9,177.8,15.3,7,10.0,2023-02-18T06:46:14,2023-02-18T17:34:19,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/20/2023,16.2,7.3,10.4,16.2,4.9,9.4,3.4,65.7,0.0,0,0.0,rain,0.0,0.0,35.3,22.4,271.3,1007.3,41.5,15.8,95.4,8.4,6,10.0,2023-02-20T06:43:28,2023-02-20T17:36:42,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/21/2023,10.6,3.3,6.1,10.6,-1.5,4.0,1.7,74.6,2.028,100,33.33,rain,0.0,0.2,37.1,23.6,36.4,1005.1,73.2,15.8,47.1,4.1,3,10.0,2023-02-21T06:42:04,2023-02-21T17:37:52,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/22/2023,6.2,3.3,4.7,6.1,-1.3,2.7,-2.4,62.1,2.58,100,16.67,"rain,snow",0.1,0.0,66.6,21.9,22.8,1018.4,57.7,15.8,50.0,4.1,3,10.0,2023-02-22T06:40:38,2023-02-22T17:39:03,0.08,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,2/23/2023,6.2,3.8,4.7,3.8,-0.9,1.4,2.9,88.3,0.036,100,8.33,rain,0.0,0.0,33.5,23.9,56.1,1013.4,100.0,14.8,40.0,3.3,2,10.0,2023-02-23T06:39:12,2023-02-23T17:40:14,0.11,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/24/2023,8.3,-1.7,5.2,7.1,-4.2,3.2,-3.7,56.8,0.0,0,0.0,rain,0.0,0.0,58.1,14.0,306.5,1022.9,46.9,13.7,141.4,12.3,6,10.0,2023-02-24T06:37:45,2023-02-24T17:41:24,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/25/2023,0.6,-3.9,-1.6,-1.2,-8.1,-4.5,-8.3,60.0,0.0,0,0.0,"rain,snow",0.9,0.1,35.3,12.8,146.3,1029.5,57.1,15.9,68.9,6.1,2,10.0,2023-02-25T06:36:16,2023-02-25T17:42:33,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/26/2023,11.1,-0.7,3.8,11.1,-4.8,1.0,-2.8,63.9,0.938,100,4.17,"rain,snow",0.0,0.1,48.9,25.1,260.2,1013.5,27.5,15.9,100.5,8.7,6,10.0,2023-02-26T06:34:47,2023-02-26T17:43:43,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/27/2023,6.7,1.6,3.8,6.1,-3.4,1.2,-4.6,55.5,0.811,100,12.5,"rain,snow",0.5,0.4,47.0,23.7,84.4,1013.6,36.9,15.1,166.5,14.3,7,10.0,2023-02-27T06:33:18,2023-02-27T17:44:52,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,2/28/2023,3.3,0.3,2.1,2.8,-5.9,-1.7,1.1,93.4,1.076,100,62.5,"rain,snow,ice",1.8,1.2,44.7,33.0,30.3,1008.2,83.8,13.0,32.9,2.7,1,10.0,2023-02-28T06:31:47,2023-02-28T17:46:01,0.28,"Snow, Rain, Ice, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/1/2023,6.6,2.1,4.6,5.0,-1.2,1.8,-0.4,70.8,0.235,100,8.33,rain,0.0,0.6,28.0,18.4,94.0,1019.0,51.3,15.4,134.3,11.7,7,10.0,2023-03-01T06:30:16,2023-03-01T17:47:09,0.31,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/2/2023,11.7,4.4,7.2,11.7,0.3,5.7,2.6,75.9,0.0,0,0.0,rain,0.0,0.1,55.1,20.0,354.9,1007.0,60.5,10.7,80.8,7.1,5,10.0,2023-03-02T06:28:44,2023-03-02T17:48:17,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/3/2023,7.5,3.3,5.1,6.8,-0.3,2.6,-2.2,60.3,1.522,100,16.67,"rain,snow",0.0,0.2,57.2,32.7,58.4,1015.4,38.8,15.9,112.6,9.7,6,10.0,2023-03-03T06:27:11,2023-03-03T17:49:25,0.37,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/4/2023,8.3,4.3,6.0,7.2,0.4,3.4,2.9,81.2,11.493,100,41.67,rain,0.0,0.2,66.2,45.6,24.6,1002.4,99.8,14.0,71.0,6.1,4,10.0,2023-03-04T06:25:37,2023-03-04T17:50:33,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/6/2023,12.1,4.4,8.2,12.1,1.3,7.1,-5.0,41.1,0.0,0,0.0,rain,0.0,0.0,73.1,18.1,290.9,1018.7,19.4,16.0,177.3,15.3,6,10.0,2023-03-06T06:22:29,2023-03-06T17:52:47,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/7/2023,9.3,1.1,4.8,7.9,-2.1,2.7,-5.5,51.2,1.482,100,25.0,"rain,snow",3.9,0.1,63.5,24.0,307.2,1011.2,66.7,15.5,199.2,17.3,8,10.0,2023-03-07T06:20:54,2023-03-07T17:53:54,0.5,"Snow, Rain, Partially cloudy",Clearing in the afternoon with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/9/2023,12.1,1.3,5.9,12.1,-3.2,4.2,-3.2,53.2,0.469,100,4.17,rain,0.0,0.0,59.2,20.1,5.3,1021.7,14.3,16.0,218.5,18.8,8,10.0,2023-03-09T06:17:42,2023-03-09T17:56:07,0.58,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,3/10/2023,7.2,3.3,5.2,7.2,-0.8,2.8,-0.4,67.7,0.451,100,16.67,rain,0.0,0.0,66.6,17.7,62.3,1015.0,62.4,15.8,79.1,6.7,4,10.0,2023-03-10T06:16:05,2023-03-10T17:57:13,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,3/11/2023,7.1,2.8,4.9,5.3,-0.2,2.3,1.5,80.3,0.692,100,45.83,rain,0.1,0.0,44.3,18.6,26.5,1008.3,97.0,15.7,64.7,5.7,4,10.0,2023-03-11T06:14:28,2023-03-11T17:58:19,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/13/2023,6.8,3.9,5.2,4.6,0.8,2.4,2.9,85.2,10.958,100,70.83,rain,0.0,0.0,42.5,24.2,63.7,1012.0,100.0,9.0,35.3,2.9,1,10.0,2023-03-13T07:11:13,2023-03-13T19:00:30,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/14/2023,3.9,1.0,2.1,3.9,-4.3,-2.5,-1.4,78.3,8.825,100,37.5,"rain,snow",3.0,0.1,53.2,31.4,286.5,1000.7,97.8,10.1,56.7,4.8,3,10.0,2023-03-14T07:09:35,2023-03-14T19:01:35,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,3/17/2023,14.8,8.4,11.6,14.8,7.3,11.5,-2.2,39.2,0.0,0,0.0,rain,0.0,0.0,33.5,21.7,213.0,1006.7,53.1,16.0,128.8,11.2,6,10.0,2023-03-17T07:04:40,2023-03-17T19:04:49,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/18/2023,13.9,6.2,9.5,13.9,3.7,8.6,-2.7,44.3,0.033,100,8.33,rain,0.0,0.0,80.7,30.8,271.9,1006.0,38.0,16.0,227.6,19.7,8,10.0,2023-03-18T07:03:01,2023-03-18T19:05:53,0.89,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,3/22/2023,15.7,7.3,10.4,15.7,5.9,9.9,-0.2,50.0,0.0,0,0.0,rain,0.0,0.0,55.4,14.1,228.9,1026.9,27.3,16.0,195.6,16.9,8,10.0,2023-03-22T06:56:23,2023-03-22T19:10:09,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,3/23/2023,14.0,8.4,11.2,14.0,6.9,11.1,8.4,83.2,0.124,100,16.67,rain,0.0,0.0,86.8,17.9,262.5,1014.0,65.5,14.9,59.7,5.1,2,10.0,2023-03-23T06:54:44,2023-03-23T19:11:13,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,3/25/2023,8.4,6.1,6.7,5.8,1.2,2.9,2.4,76.0,0.241,100,33.33,rain,0.0,0.0,51.2,34.1,51.5,1013.8,78.7,13.7,16.2,1.4,1,10.0,2023-03-25T06:51:25,2023-03-25T19:13:20,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,3/26/2023,17.2,6.6,11.4,17.2,3.9,10.7,-0.1,53.0,0.0,0,0.0,rain,0.0,0.0,45.8,23.7,268.6,1011.6,25.7,13.6,255.3,21.8,9,10.0,2023-03-26T06:49:46,2023-03-26T19:14:23,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/27/2023,14.3,7.2,10.3,14.3,3.5,9.4,-0.9,48.8,0.416,100,16.67,rain,0.0,0.0,31.4,23.6,58.7,1016.3,41.2,16.0,173.8,15.1,8,10.0,2023-03-27T06:48:06,2023-03-27T19:15:26,0.19,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,3/28/2023,11.1,6.6,8.4,11.1,3.7,7.5,0.7,61.3,0.0,0,0.0,rain,0.0,0.0,71.1,16.3,1.2,1018.2,85.0,16.0,116.2,10.0,5,10.0,2023-03-28T06:46:27,2023-03-28T19:16:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,3/29/2023,12.8,5.6,8.2,12.8,3.1,6.7,-4.0,44.0,0.0,0,0.0,rain,0.0,0.0,58.6,16.7,256.5,1020.0,1.9,16.0,252.5,21.9,9,10.0,2023-03-29T06:44:48,2023-03-29T19:17:32,0.26,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,3/30/2023,9.2,0.6,5.0,8.7,-2.6,3.0,-8.2,40.5,0.026,100,12.5,"rain,snow",0.0,0.0,81.4,16.7,280.0,1024.7,14.4,16.0,267.1,22.9,9,10.0,2023-03-30T06:43:09,2023-03-30T19:18:35,0.29,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,4/1/2023,20.1,12.3,15.1,20.1,12.3,15.1,9.7,72.0,0.555,100,37.5,rain,0.0,0.0,61.2,25.4,263.6,1000.9,78.0,15.7,120.3,10.2,7,10.0,2023-04-01T06:39:52,2023-04-01T19:20:41,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,4/2/2023,12.1,5.6,9.1,12.1,3.6,8.5,-6.1,36.8,0.028,100,4.17,rain,0.0,0.0,76.2,16.5,293.8,1011.5,27.2,16.0,275.2,24.0,9,10.0,2023-04-02T06:38:14,2023-04-02T19:21:44,0.39,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,4/4/2023,20.7,8.8,14.8,20.7,6.8,14.5,9.2,69.8,0.0,0,0.0,rain,0.0,0.0,59.0,12.6,25.3,1017.0,22.4,15.8,234.5,20.1,8,10.0,2023-04-04T06:34:58,2023-04-04T19:23:50,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,4/5/2023,12.9,8.0,10.4,12.9,5.8,9.5,9.2,92.2,0.0,0,0.0,rain,0.0,0.0,39.9,29.3,43.3,1022.8,91.8,9.3,42.6,3.6,1,10.0,2023-04-05T06:33:21,2023-04-05T19:24:53,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,4/6/2023,24.4,7.8,14.4,24.4,5.4,14.0,9.5,74.8,0.0,0,0.0,rain,0.0,0.0,76.0,13.9,1.6,1019.9,78.7,9.2,143.4,12.5,6,10.0,2023-04-06T06:31:44,2023-04-06T19:25:55,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,4/15/2023,23.6,15.1,19.3,23.6,15.1,19.3,13.7,72.2,0.023,100,4.17,rain,0.0,0.0,22.3,17.3,89.2,1012.0,68.4,15.4,168.4,14.5,8,10.0,2023-04-15T06:17:34,2023-04-15T19:35:21,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,4/16/2023,20.6,13.4,16.6,20.6,13.4,16.6,12.9,80.0,0.0,0,0.0,rain,0.0,0.0,60.8,16.5,45.5,1010.1,77.3,12.3,193.9,16.8,7,10.0,2023-04-16T06:16:03,2023-04-16T19:36:24,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,4/17/2023,18.9,11.8,14.5,18.9,11.8,14.5,8.2,72.1,0.005,100,4.17,rain,0.0,0.0,44.6,28.9,296.9,1003.3,83.7,13.0,123.0,10.7,8,10.0,2023-04-17T06:14:32,2023-04-17T19:37:27,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,4/18/2023,14.2,8.5,11.4,14.2,5.6,11.0,-1.4,41.3,0.0,0,0.0,rain,0.0,0.0,51.5,29.5,270.7,1007.6,48.6,16.0,125.8,11.0,5,10.0,2023-04-18T06:13:02,2023-04-18T19:38:30,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
New York City,4/21/2023,20.0,10.7,14.8,20.0,10.7,14.8,7.4,62.6,0.0,0,0.0,rain,0.0,0.0,33.4,20.1,75.8,1018.6,34.0,15.8,270.0,23.5,9,10.0,2023-04-21T06:08:37,2023-04-21T19:41:39,0.05,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,4/22/2023,19.8,11.1,14.6,19.8,11.1,14.6,11.1,80.3,0.605,100,12.5,rain,0.0,0.0,42.5,22.3,60.8,1014.1,71.3,15.2,220.5,19.1,8,10.0,2023-04-22T06:07:11,2023-04-22T19:42:41,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,4/23/2023,19.4,12.1,14.8,19.4,12.1,14.8,8.9,72.1,35.494,100,50.0,rain,0.0,0.0,55.4,23.7,1.8,1011.0,85.5,11.9,179.4,15.5,10,10.0,2023-04-23T06:05:45,2023-04-23T19:43:44,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,4/26/2023,14.3,9.9,12.0,14.3,7.9,11.8,3.9,58.6,0.0,0,0.0,rain,0.0,0.0,53.6,14.6,103.1,1023.6,55.9,16.0,206.3,17.8,8,10.0,2023-04-26T06:01:34,2023-04-26T19:46:53,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,4/27/2023,13.8,10.7,11.9,13.8,10.7,11.9,7.1,72.7,0.0,0,0.0,rain,0.0,0.0,64.8,12.9,128.7,1023.2,79.0,16.0,80.4,7.1,4,10.0,2023-04-27T06:00:12,2023-04-27T19:47:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,4/28/2023,12.9,9.3,11.0,12.9,6.0,10.6,5.9,71.9,0.283,100,16.67,rain,0.0,0.0,38.9,26.9,57.1,1021.1,50.1,15.7,77.1,6.5,3,10.0,2023-04-28T05:58:51,2023-04-28T19:48:58,0.27,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
New York City,4/29/2023,11.7,8.9,10.2,11.7,5.3,8.8,9.4,94.6,39.031,100,100.0,rain,0.0,0.0,51.8,27.4,57.3,1012.5,100.0,5.5,38.0,3.4,2,10.0,2023-04-29T05:57:32,2023-04-29T19:50:01,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
New York City,4/30/2023,15.9,10.0,12.4,15.9,7.4,12.2,11.6,95.4,60.941,100,50.0,rain,0.0,0.0,48.2,21.8,64.2,999.5,100.0,4.1,42.8,3.6,2,10.0,2023-04-30T05:56:13,2023-04-30T19:51:03,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
