Property Id,Property Name,Year Ending,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu)
2665471,Stellar - 117-23 Dyckman Street,12/31/2021,1-02217-0001,1064707,117-23 Dyckman Street,New York,10040,18,50,95.5,95.5,75.8,6732998.3,6732998.3,7.7,146,146,115.9,10293497.7,10293497.7,1842199.7,539917.8,539917.8,539917.9,1842199.9
2665472,Stellar - 118-28 Vermilyea Ave,12/31/2021,1-02235-0029,1064919,118-28 Vermilyea Avenue,New York,10034,4,50,128,133.6,81.2,7851498.2,8192700.2,8.4,187.8,190.4,119.2,11521733,11680650.2,1872948.5,548929.7,515544.2,548929.8,1872948.5
2665474,Stellar - 106-16 Vermilyea Ave,12/31/2021,1-02235-0035,1064920,106-16 Vermilyea Avenue,New York,10034,Not Available,50,Not Available,Not Available,59.6,Not Available,Not Available,Not Available,Not Available,Not Available,118.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2665482,Stellar - 701 West 177th Street,12/31/2021,1-02176-0074,1064272,701 West 177th Street,New York,10033,5,50,163.1,168.6,108,12233555.4,12646394,12,244,248.5,161.6,18298798.2,18634817.5,3116322.9,913341.9,897019.4,913342,3116322.9
2665494,Stellar - 1795 Riverside Drive,12/31/2021,1-02246-0125,1065054,1795 Riverside Drive,New York,10034,60,50,79.3,83.6,84.9,6783171.4,7155739.1,4.8,110.2,113.6,118.1,9432990.9,9724050.2,1436919.7,421137,407163.8,421137.1,1436919.8
2665497,Stellar - 236 East 13th Street,12/31/2021,1-00468-0027,1083490;1077725;1077726,236 East 13th Street,New York,10003,89,50,84.1,91.1,117.3,4714451,5109638.1,4.5,115.7,122.3,161.5,6487700.4,6857116.6,878586.8,257499,249873.8,257499.1,878586.9
2665508,Stellar - 44-50 West 28th St,12/31/2021,1-00829-0068,1015707,44-50 West 28th Street,New York,10001,90,50,56.4,60.6,116.6,7993855.2,8601290.2,7.4,104.5,108,216.3,14825974,15312810.1,3675672.1,1077277.7,1051993.7,1077278,3675672.5
2665524,Stellar - 223 2nd Avenue,12/31/2021,1-00469-0030,1006906;1802135;1809152,223 2nd Avenue,NY,10003,34,50,105,105,93.7,6742812.1,6742812.1,9.5,166.3,166.3,148.4,10680504,10680504,2089632.2,612436.1,612436.1,612436.2,2089632.3
2665536,Stellar - 119-21 West 23rd Street,12/31/2021,1-00799-0028,1014952,119-21 West 23rd Street,New York,10011,77,50,71.6,77.7,107.1,7072087.3,7676605.1,7.5,118,124.2,176.5,11655452.9,12266015.9,2520925,738840.8,738840.8,738840.9,2520925.2
2665547,Stellar - 1655 Undercliff Avenue,12/31/2021,2-02880-0115,2009182,1655 Undercliff Avenue,Bronx,10453,18,50,115.2,122.5,92.2,18192031.3,19332653.6,4.2,146.7,153.4,117.3,23162343.4,24217276.2,2320406,680072,656169.7,680072.1,2320406
2665548,Stellar - 1889 Sedgwick Ave,12/31/2021,2-02881-0058,2092068,1889 Sedgwick Avenue,Bronx,10453,73,50,74.9,Not Available,88.6,11800302.5,Not Available,Not Available,99.3,Not Available,117.5,15645063.9,Not Available,1859855,545092.3,Not Available,545092.3,1859854.9
2665569,Stellar - 950 Underhill Ave,12/31/2021,2-03670-0001,2022642,950 Underhill Avenue,Bronx,10473,88,50,62.3,65.6,85.8,15116285.2,15917795.4,4,90.3,92.9,124.5,21919915.2,22558903.1,3455894.7,1012864.7,978934.4,1012865,3455895.4
2665580,Stellar - 2010-42 Bruckner Blvd,12/31/2021,2-03682-0001,2092773;2092771;2092772,2010-42 Bruckner Boulevard,Bronx,10473,30,50,98.1,Not Available,86.3,37874289.5,Not Available,4.2,128.7,Not Available,113.3,49719475.3,Not Available,5686555.1,1666633.8,1604142.9,1666634,5686555.2
2665592,Stellar - 801-11 Neill Ave,12/31/2021,2-04290-0008,2048807,801-11 Neill Avenue,Bronx,10462,59,50,85.7,94,91.1,21624599,23713171.5,4.2,116.6,123.9,124,29441068.2,31284608.5,3848708.1,1127991.7,1069465.4,1127992,3848708.7
2665599,Stellar - 288 9th Street,12/31/2021,3-01010-0026,3022261,288 9th Street,Brooklyn,10003,6,50,148.2,160.4,101.9,24508336.5,26527905.3,4.8,185.6,197.2,127.6,30688943.5,32615597.5,2831537.2,829876,797403.5,829876.1,2831537.3
2665600,Stellar - 49-57 Crown St,12/31/2021,3-01189-0060,3029715,49-57 Crown Street,Brooklyn,11225,8,50,131.1,138.9,94.1,41967878.2,44462965.4,6.2,176.1,182.8,126.3,56347209.4,58486954.3,7017678.4,2056763.7,1976358.9,2056764,7017678.8
2665622,Stellar - 522 Ocean Avenue,12/31/2021,3-05099-0106,3117116;3844063;3839898,522 Ocean Avenue,Brooklyn,11226,31,50,97.1,103.9,85,8269340.5,8853428.6,5.5,135.7,141.9,118.9,11561804,12088676.1,1645140.8,482163.1,467689.8,482163.2,1645140.8
2665625,Stellar - 918 East 14th St,12/31/2021,3-06706-0014,3179558;3811944,918 East 14th Street,Brooklyn,11230,75,50,86.4,92,106.5,4531234.3,4820510.4,3.4,108.1,113.4,133.2,5666209.2,5944051.9,608750,178414.4,176068.7,178414.4,608749.9
2665626,Stellar - 90-10 34th Ave,12/31/2021,4-01451-0001,4035711,90-10 34th Avenue,Queens,11372,33,50,125.9,137.2,113.4,9476974,10331438.2,5.7,163.6,173.4,147.4,12317323.9,13057231.3,1533843.7,449543.8,429388,449543.9,1533843.8
2665629,Stellar - 32-02 Skillman Ave,12/31/2021,4-00245-0009,4003434,32-02 Skillman Avenue,Queens,11101,84,50,63.5,67,110.3,19108175.2,20172006.7,6.7,106.8,110.5,185.6,32151133.4,33268156.5,6907171.1,2024375.8,2024375.8,2024376,6907170.9
2674115,Stellar - 1020-26 Amsterdam Avenue,12/31/2021,1-01882-0028,1056908,1020-26 Amsterdam Avenue,New York,10025,74,50,71.1,Not Available,84.4,6766711.9,Not Available,4.6,102.9,Not Available,122.1,9793807.7,Not Available,1536434.4,450303.1,440244.6,450303.2,1536434.5
2677027,Stellar - 666-68 West End Ave,12/31/2021,1-01240-0001,1033609,666-68 West End Avenue,New York,10025,81,50,71.3,Not Available,95.3,21260212.7,Not Available,Not Available,108.8,Not Available,145.3,32408326.4,Not Available,5762916.1,1689013.9,Not Available,1689014,5762915.8
2677035,Stellar - 884-90 2nd Avenue,12/31/2021,1-01340-0001,1038905,884-90 2nd Avenue,New York,10022,11,50,104.8,104.2,76.7,32822716.8,32628894.2,6.7,151.2,149.4,110.6,47345669.3,46802965.9,7361038.1,2157396.6,2100590.4,2157397,7361038.6
2677039,Stellar - 320-22 East 52nd St,12/31/2021,1-01344-0041,1039666,320-22 East 52nd Street,New York,10022,86,50,49.1,50.2,66.4,4507989.7,4611978.3,6.7,91.6,92.8,124,8414424.8,8523612.9,2103449,616485.6,616485.6,616485.6,2103448.9
2677047,Stellar - 50 West 93rd Street,12/31/2021,1-01206-0045,1031639,50 West 93rd Street,New York,10025,1,50,218.5,236.7,96,26218618.3,28404710,4.8,258.6,276.9,113.6,31030704.9,33233683.3,2000660.4,586359.9,570882.2,586360,2000660.3
2684553,Stellar - 752 West End Ave,12/31/2021,1-01868-7502,1056066,752 West End Avenue,New York,10025,61,50,71.4,76.2,77.3,14713522.6,15700606.5,6.3,112.8,117.8,122.2,23257851.2,24294289.3,4462087.1,1307762.8,1307762.8,1307763,4462087.4
3106220,Stellar - 185 St. Marks Place,12/31/2021,5-00013-0008,5108502;5116656,185 St. Marks Place,Staten Island,10301,33,50,98.9,104.4,88.8,44930518.7,47386699.3,6.3,143.5,146.9,128.9,65173472.9,66698276.2,10294942.8,3017274.8,2840723.8,3017275,10294942.3
4037640,Stellar - 4191 broadway,12/31/2021,1-02176-0070,1064271,4191 broadway,New York,10033,1,50,118.7,Not Available,68.8,10086872.9,Not Available,Not Available,176.5,Not Available,102.3,14999701.7,Not Available,2519134.4,738316,Not Available,738316.1,2519134.5
4038387,Stellar - 233 Spring Street,12/31/2021,1-00505-0036,1007824,233 Spring Street,New York,10013,49,50,100.9,Not Available,99.8,25719034.7,Not Available,14.9,194.7,Not Available,192.6,49654291.2,Not Available,12974005.8,3802463.1,3802463.1,3802464,12974007.2
4038392,Stellar - 161 Sixth Avenue,12/31/2021,1-00505-0031,1007822,161 Sixth Avenue,New York,10013,78,50,49,Not Available,76.1,13976496.3,Not Available,12.2,124.2,Not Available,192.6,35383034.8,Not Available,11832979.2,3468047.4,3468047.4,3468048,11832979.8
4411652,Stellar - 252 West 76th Street,12/31/2021,1-01167-0059,1030847,252 West 76th Street,New York,10023,68,50,85.9,92.3,97.3,4430006.3,4765232.7,6,125.9,132.7,142.7,6495162.7,6847150.4,1053517.7,308768.4,308768.4,308768.4,1053517.8
4411653,Stellar - 600 West 136th Street,12/31/2021,1-02002-0034,1059959,600 West 136th Street,New York,10031,1,50,181.6,Not Available,93,11240968.7,Not Available,7.3,235.4,Not Available,120.6,14573854.2,Not Available,1583335.4,464049,453193.6,464049.1,1583335.5
6675576,Stellar - 220 Fifth Avenue,12/31/2021,1-00828-0035,1015650,220 Fifth Avenue,New York,10001,79,50,73.2,80.8,113.8,11054334.8,12203627.2,7.8,121.8,129.5,189.5,18396471,19557256.2,4020073.4,1178216,1178216,1178216,4020073
6690534,Stellar - 155 Ridge Street,12/31/2021,1-00345-0020,1004141,155 Ridge Street,New York,10002,34,50,135.2,147.1,122.1,4602623.2,5008516.5,4.5,169.9,181.1,153.4,5782854.2,6167138,542914.2,159119,152101.1,159119,542914
6690535,Stellar - 2-4 West 111th Street,12/31/2021,1-01594-0040,1051399,2-4 West 111th Street,New York,10026,1,50,198.1,209,76.1,5095693.2,5374596.8,18.9,321.6,332.4,123.6,8272709.6,8550660.7,1669846.7,489404,486909,489404.1,1669846.8
6690536,Stellar - 27-29 East 124th Street,12/31/2021,1-01749-0016,1054005,27-29 East 124th Street,New York,10035,86,50,39,Not Available,52.3,1285888.8,Not Available,8.8,95.1,Not Available,127.5,3132756.4,Not Available,1018613.3,298538.4,290881.7,298538.5,1018613.4
6690537,Stellar - 571 West 139th Street,12/31/2021,1-02071-0001,1061726,571 West 139th Street,New York,10031,5,50,128.5,Not Available,86.2,6061319.6,Not Available,5.2,166.9,Not Available,112,7871137.1,Not Available,861000.9,252344.9,247591.5,252344.9,861000.8
6690538,Stellar - 547 West 142nd Street,12/31/2021,1-02074-0001,1061843,547 West 142nd Street,New York,10031,1,50,149.9,159,78.4,6641912.9,7044404.9,11.4,226.8,234.8,118.6,10044883.2,10401484.1,1754785.5,514298.2,503242.1,514298.2,1754785.5
6690539,Stellar - 540 West 143rd Street,12/31/2021,1-02074-0061,1061873,540 West 143rd Street,New York,10031,5,50,129.4,Not Available,85.9,6076152.3,Not Available,7.3,179.9,Not Available,119.4,8444251.2,Not Available,1179595,345719.5,340423,345719.5,1179594.9
6690540,Stellar - 510 West 144th Street,12/31/2021,1-02075-0039,1061889,510 West 144th Street,New York,10031,23,50,118.1,Not Available,98.5,4891531.6,Not Available,4.4,151.1,Not Available,126,6259530.4,Not Available,641955.5,188146.4,180186.5,188146.4,641955.5
6690541,Stellar - 1071 St. Nicholas Avenue,12/31/2021,1-02122-0116,1062937,1071 St. Nicholas Avenue,New York,10032,17,50,117.9,127.4,93.5,3819533,4128403.5,4.9,153.2,163.2,121.4,4962503.1,5286817.2,543996.3,159436.2,159436.2,159436.2,543996.3
6690542,Stellar - 604 West 162nd Street,12/31/2021,1-02137-0029,1063355,604 West 162nd Street,New York,10032,20,50,129.5,137.4,105.1,3911463.9,4148988.3,5.6,170.5,177.9,138.3,5149523.7,5374676.6,595706.7,174591.6,170530.7,174591.6,595706.5
6690543,Stellar - 395 East 151st Street,12/31/2021,2-02398-0027,2001666,395 East 151st Street,Bronx,10455,3,50,127,134.1,81,4617202,4875422.8,8.9,188.1,194.1,120.1,6840168.7,7056067.5,1138346.6,333630.3,324380,333630.3,1138346.6
6690545,Stellar - 308 Eckford Street,12/31/2021,3-02576-0042,3413831,308 Eckford Street,Brooklyn,11222,16,50,100.6,106.8,79,3699812.3,3927408.9,8.2,156,161,122.5,5739649.9,5922484.4,1059912.6,310642.6,301240.1,310642.6,1059912.6
10546474,Stellar - 211 Mcguinness Boulevard,12/31/2021,3-02576-7501,3379800,211 Mcguinness Boulevard,Brooklyn,11222,62,50,53.5,55.6,57.9,11333992.4,11784434.2,9.5,111,115.4,120.3,23532928.4,24462145.1,6646992.2,1948121.7,2024533.2,1948122,6646992.3
12051143,Stellar - 3505 Broadway,12/31/2021,1-02090-0029,1062361,3505 Broadway,New York,10031,48,50,91.6,99.3,90.4,5687480.4,6163281.5,4.5,121.3,128.1,119.7,7529640.7,7951531.2,994037.3,291335.6,281729.6,291335.7,994037.4
12051240,Stellar - 3430 Broadway,12/31/2021,1-02071-0061,1061751,3430 Broadway,New York,10031,24,50,97,104.6,81.3,7059309.2,7611542.9,6.8,143.3,150.1,120.1,10429547.7,10921615.2,1728887.5,506707.9,492007.2,506707.9,1728887.4
20599673,Stellar - Campus - Vermilyea Avenue,12/31/2021,1-02235-0029;1-02235-0035,1064919;1064920,118-28 Vermilyea Avenue,New York,10034,80,50,64,68.2,81.3,7851498.2,8367139.7,4.5,93.9,98.3,119.3,11521733,12063156.7,1872948.5,548929.7,548929.7,548929.8,1872948.5
20599688,Stellar - Campus West 93rd Street,12/31/2021,1-01206-0001;1-01206-0045,1031627;1031639,70 West 93rd Street,New York,10025,48,50,81.8,87.6,81.2,31241099.2,33479906.3,4.8,114.3,120.4,113.4,43645841.6,45996589,6195821.4,1815891.2,1815891.2,1815891,6195820.1
2666538,SW - 139-55 35th,12/31/2021,4-04994-0078,4112965,139-55 35th Avenue,Queens,11354,32,50,117.4,126.5,104.8,7472364.3,8053139,4.7,152.1,160.9,135.7,9680185.5,10240223.9,1048116,307185.2,298849,307185.2,1048115.9
2666543,SW - 140-54 West 72nd,12/31/2021,1-01143-0049,1081478;1081479;1081480;1081481;1081482;1081483;1081484;1081485;1081486;1081487;1081488;1081489,140-54 West 72nd Street,New York,10023,8,50,106.6,Not Available,72.2,6697770.5,Not Available,7.5,157.1,Not Available,106.4,9875149.4,Not Available,1652024.9,484180.7,471185.9,484180.8,1652024.9
2666560,SW - 142-02 84th Dr,12/31/2021,4-09712-0161,4207733,142-02 84th Drive,Queens,11370,67,50,99,105.9,111,5655094,6048908.9,4.8,133.3,139.7,149.4,7615197.4,7977731.6,964793.6,282764.8,274228.3,282764.8,964793.5
2666590,SW - 142-148 Laurel Hill,12/31/2021,1-02149-0112,1063589,142-148 Laurel Hill Terrace,New York,10040,35,50,93.3,99,85,7472261.9,7931261.8,4.3,124.4,129.3,113.4,9969223,10361059.7,1213341.7,355610.1,340518.3,355610.1,1213341.7
2666655,SW - 196-204 7th Ave,12/31/2021,1-00771-0046,1014076,196-204 7th Avenue,New York,10011,79,50,72.8,76.5,93,5563537.5,5852225.6,5,106.6,109.9,136.3,8152293.6,8404990.8,1320331,386966.8,378521.8,386966.9,1320331.1
2667120,SW - 224-10 Jamaica Ave,12/31/2021,4-10814-0008,4231385,224-10 Jamaica Avenue,Queens,11428,21,50,105.7,110.7,86.8,7885345.9,8253717.6,8.2,160.1,164.7,131.4,11942956.5,12287939,2101555.9,615930.7,608928.9,615930.8,2101555.9
2667225,SW - 27-10 30th Ave,12/31/2021,4-00576-0036,4006916,27-10 30th Avenue,Queens,11102,61,50,97.1,103.8,104.7,4484619.5,4795053.3,4.7,131.5,137.4,141.7,6072257.3,6342421.6,779089.6,228338.1,218994.4,228338.1,779089.6
2668240,SW - 31-16 68th St,12/31/2021,4-01138-0030,4025332,31-16 68th Street,Queens,11377,14,50,129.2,138.7,99.4,7277622.3,7814701.1,6.3,174.7,183.4,134.5,9841722.2,10331338.6,1260422.1,369408.5,356962.4,369408.6,1260422.1
2668287,SW - 33-24 Parsons Blvd,12/31/2021,4-04981-0050,4112563,33-24 Parsons Boulevard,Queens,11354,68,50,76.1,80.3,86,8191946.2,8643799,4.3,106.6,110,120.6,11483191.4,11849229.1,1646656,482607.2,464451.5,482607.3,1646656.1
2668380,SW - 342 East 67th St,12/31/2021,1-01441-0031,1044745,342 East 67th Street,New York,10021,60,50,66.6,70.7,71.6,4223329,4482087.5,5.3,102.9,106,110.7,6522380.1,6719671.1,1193076.9,349670.8,337209.7,349670.8,1193076.8
2668685,SW - 350 West 55th St,12/31/2021,1-01045-0054,1025420,350 West 55th Street,New York,10019,84,50,74.5,79.4,97.7,5885612.7,6271966.8,4.5,106.4,110.5,139.4,8398242.5,8727105.3,1267628.1,371520.5,358656.8,371520.5,1267627.9
2668691,SW - 37-07 147th St,12/31/2021,4-05016-0011,4113526,37-07 147th Street,Queens,11354,63,50,90.9,96.3,99,6617303.5,7004864.7,4.6,123.7,128.4,134.7,9003560.6,9343865.3,1174509.7,344229.1,333069.4,344229.1,1174509.7
2668699,SW - 371 2nd Ave,12/31/2021,1-00902-0030,1019644,371 2nd Avenue,New York,10016,54,50,85.5,92.5,88.3,6638012.6,7181475.8,4.5,117.5,124,121.3,9119268.6,9624697.3,1228203.1,359965.7,349045,359965.7,1228203
2668929,SW - 4761 Broadway,12/31/2021,1-02237-0001,1064934,4761 Broadway,New York,10034,29,50,110.2,Not Available,94.9,14994562.1,Not Available,Not Available,163.2,Not Available,140.5,22209044.6,Not Available,3694145.4,1082692,Not Available,1082692,3694145.1
2668970,SW - 5009 Broadway,12/31/2021,1-02243-0030,1065002;1801294,5009 Broadway,New York,10034,23,50,100.8,108.5,83.6,9038798.4,9727630.4,4.5,133.8,140.8,110.9,11989348.3,12624329.6,1427777.1,418457.5,403670.6,418457.5,1427777
2669011,SW - 542 East 79th St,12/31/2021,1-01490-0028,1046419,542 East 79th Street,New York,10021,97,50,34.5,34.1,57.5,1966347.2,1945694,9.7,95,93.9,158.2,5410799.6,5352970.7,1912077.2,560397.7,554344.6,560397.8,1912077.3
2669029,SW - 555 East 78th St,12/31/2021,1-01490-0122,1046425,555 East 78th Street,New York,10002,93,50,29.4,28.8,44,2410293.7,2358757.8,7.6,77.3,75.5,115.5,6330912,6186611.5,2171487.8,636426.6,621322.3,636426.7,2171487.9
2669061,SW - 585 West End Ave,12/31/2021,1-01250-0030,1034019,585 West End Avenue,New York,10024,81,50,71.5,Not Available,90.6,14945628.7,Not Available,Not Available,96.9,Not Available,122.9,20261427.8,Not Available,2610581.5,765117.6,Not Available,765117.7,2610581.6
2669097,SW - 65 Hillside Ave,12/31/2021,1-02170-0134,1064068,65 Hillside Avenue,New York,10040,45,50,88.9,95.5,86,4989160.9,5358993.4,3.6,115.6,121.7,111.9,6488195.3,6830953.7,714043.6,209274.2,201643,209274.2,714043.6
2669141,SW - 80 Bennett Ave,12/31/2021,1-02180-0173,1064437,80 Bennett Avenue,New York,10033,46,50,91.5,97.5,89.6,6555756.1,6989665.8,4.2,122.1,127.6,119.6,8748922.8,9140900.4,1065930.8,312406.4,301750.3,312406.5,1065931
2669177,SW - 910 West End Ave,12/31/2021,1-01876-0061,1056604,910 West End Avenue,New York,10025,78,50,73.5,79.5,90.3,9750915.3,10540170.4,4.1,102.5,107.8,125.8,13588160.5,14295475,1914114,560994.6,540662.5,560994.7,1914113.9
2669295,SW - 245 East 19th St,12/31/2021,1-00900-0027,1019603,245 East 19th Street,New York,10003,69,50,79.6,79.1,90.7,21643734.3,21524166.5,5.2,115.4,114.1,131.5,31379493.4,31044703.4,4944898.5,1449266.7,1414223.3,1449267,4944899
2669318,SW - 36-25 Parsons Blvd,12/31/2021,4-05014-0001,4113417,36-25 Parsons Boulevard,Queens,11354,68,50,81.2,87.7,91.9,5062890.3,5466636.6,3,104.2,110.2,117.9,6494155,6868162.1,673211.6,197307,188945.5,197307,673211.5
2669418,SW - 80 Seaman Ave,12/31/2021,1-02248-0032,1065069,80 Seaman Avenue,New York,10034,48,50,90.7,97.5,89.7,4996228,5369042.2,3.7,118,124.4,116.8,6501303.9,6850308.4,717294,210226.8,203117.4,210226.8,717293.8
2669439,SW - 85-02 139th St,12/31/2021,4-09649-0053,4206516,85-02 139th Street,Queens,11435,37,50,102.1,107.3,94.2,8886592.8,9339152.7,4.3,133,138,122.6,11571069.8,12004508.9,1286392.8,377020.1,370028.2,377020.2,1286392.9
2669459,SW - 86-11 Whitney Ave,12/31/2021,4-01560-0029,4039024,86-11 Whitney Avenue,Queens,11373,77,50,81.2,86.9,98.9,6584613.4,7048481.2,3.6,107.7,112.7,131.2,8732802.9,9138430.1,1045713.6,306481.1,292842.8,306481.1,1045713.5
2669481,SW - 1472 York Ave,12/31/2021,1-01490-0001,1046413,1472 York Avenue,New York,10021,91,50,54.7,Not Available,81.6,5776299,Not Available,8,106.9,Not Available,159.3,11280674.1,Not Available,2980320.1,873481.7,845507.7,873481.9,2980320.2
2803994,SW - 250 East 63rd Street,12/31/2021,1-01417-0028,1043845,250 East 63rd Street,New York,10065,39,50,101.1,100.5,93.4,21099543.8,20981855.2,7.9,151.2,149.6,139.7,31567467.2,31237939.1,5716692.4,1675466.5,1640973.9,1675467,5716693.4
2805951,SW - 355 East 72nd St,12/31/2021,1-01447-0023,1080483;1080484,355 East 72nd Street,New York,10021,17,50,93.6,93.4,73.7,17551933.9,17513324.2,8.2,147.6,147,116.1,27659201.7,27551094.4,5274097.8,1545749.4,1534433.6,1545750,5274099
3266491,SW - 147-11 34th Ave,12/31/2021,4-04986-0018,4112791,147-11 34th Avenue,Queens,11354,77,50,78.1,84.1,95.1,3874454.2,4171282.5,4,106.9,112.1,130.3,5305995.1,5559910.9,707324.7,207305,197632.6,207305,707324.7
3513910,SW - 36-14 165th St,12/31/2021,4-05287-0020,4119569,36-14 165th Street,Queens,11358,27,50,108.8,Not Available,93.3,9465434.6,Not Available,4.7,139.7,Not Available,119.8,12154135,Not Available,1442766.4,422850.6,409777.1,422850.6,1442766.2
4407514,SW - 200 West 15th Street,12/31/2021,1-00764-0042,1013735,200 West 15th Street,New York,10011,46,50,81.6,Not Available,79.9,9489054.4,Not Available,Not Available,123.2,Not Available,120.6,14321736.2,Not Available,2490416.6,729899.3,Not Available,729899.4,2490416.8
4407515,SW - 83-09 35th Avenue,12/31/2021,4-01444-0032,4035531,83-09 35th Avenue,Queens,11372,4,50,141.2,151.3,91.8,7972344.9,8537848.4,3.5,169.4,179.3,110.2,9562352.3,10121522.5,694989.9,203689.9,197893.8,203689.9,694989.9
4407516,SW - 49-15 Skillman Avenue,12/31/2021,4-00132-0067,4001048,49-15 Skillman Avenue,Queens,11377,45,50,109.6,117.9,106.1,8362914.3,8996603.2,4.2,141.4,149.1,136.9,10789936.6,11376629.1,1147929.5,336438.8,323261.7,336438.9,1147929.5
4407517,SW - 47-09 Skillman Avenue,12/31/2021,4-00148-0001,4001355,47-09 Skillman Avenue,Queens,11104,61,50,89.3,95.6,96.3,5455021.3,5835840.1,3.1,113.5,119.2,122.3,6929226,7275868.7,686544.9,201214.8,192302.2,201214.8,686544.9
4407518,SW - 46-01 – 46-31 Skillman Avenue; 39-77 – 39-94 47th Street,12/31/2021,4-00149-0001,4001430;4448557;4448558;4448559;4448562;4448560;4550186;4448561,46-01 – 46-31 Skillman Avenue; 39-77 – 39-94 47th Street,Queens,11104,10,50,119.5,128.9,86.9,8109163.8,8745260.6,6.1,162.9,171.7,118.5,11056135.8,11650066.4,1452293.6,425642.9,413254.5,425642.9,1452293.6
4407519,SW - 118-80 Metropolitan Avenue,12/31/2021,4-03322-0105,4079391,118-80 Metropolitan Avenue,Queens,11415,81,50,70.8,75.7,90.2,5104144.4,5458673.8,3.1,93.7,98.1,119.5,6758379.3,7074624.6,799444.4,234303.7,224923.3,234303.7,799444.2
4937955,SW - 301 West 45th Street,12/31/2021,1-01036-0029,1025011,301 West 45th Street,New York,10036,29,50,131.6,131.6,113.4,16809546,16809546,7.4,178.5,178.5,153.9,22808079.5,22808079.5,3245020.4,951060.9,951060.9,951061.1,3245020.5
6616070,SW - 134 West 58th Street,12/31/2021,1-01010-0046,1023735,134 West 58th Street,New York,10019,86,50,88.2,95.8,118,5488902.2,5958381.4,4,116.4,124.3,155.6,7240822.7,7733775.8,844271.6,247441.8,247441.8,247441.9,844271.8
7530285,SW - 504 East 79th Street,12/31/2021,1-01490-0044,1046424,504 East 79th Street,New York,10075,100,50,17,16.5,57.6,823458.1,800636.8,4.5,45.6,44.2,154.2,2206271.5,2142372,766651.7,224692.7,218004.2,224692.8,766651.8
7530286,SW - 510 East 79th Street,12/31/2021,1-01490-0040,1046423,510 East 79th Street,New York,10075,1,50,1207.4,1295.4,161.8,53565870.5,57468893.6,3.7,1290.7,1382.1,173,57258943.1,61316374.8,579873.8,169951.3,163127.8,169951.3,579873.8
7530287,SW - 532 East 79th Street,12/31/2021,1-01490-0030,1046420,532 East 79th Street,New York,10075,100,50,16.8,16.3,65.4,753902,731929.2,4.3,44,42.6,171.6,1978205.3,1916681.3,678061.8,198728.5,192288.7,198728.5,678061.6
7530288,SW - 524 East 79th Street,12/31/2021,1-01490-0032,1046421,524 East 79th Street,New York,10075,100,50,18.2,17.5,65.1,807552.6,777057.6,4.6,47.8,45.9,170.9,2120992,2035606.1,727463.9,213207.4,204269.9,213207.5,727464
7530289,SW - 516 East 79th Street,12/31/2021,1-01490-0036,1046422,516 East 79th Street,New York,10075,100,50,18.1,17.7,63.4,804859.3,784209.6,4.8,48.6,47.3,169.8,2154334.8,2096515.4,748132.8,219265.2,213213.1,219265.2,748132.9
7530290,SW - 511 East 78th Street,12/31/2021,1-01490-0010,1046415,511 East 78th Street,New York,10075,100,50,29,29,57.3,1287108,1287108,8.2,79.5,79.5,157.1,3528514.7,3528514.7,1244029.4,364604.1,364604.1,364604.1,1244029.2
7530291,SW - 519 East 78th Street,12/31/2021,1-01490-0015,1046416,519 East 78th Street,New York,10075,100,50,17.7,17.2,63.9,792502.5,767994.7,4.6,47.1,45.5,169.9,2106720.4,2038098.4,728338.7,213463.8,206281,213463.9,728338.8
7530292,SW - 503 East 78th Street,12/31/2021,1-01490-0009,1046414,503 East 78th Street,New York,10075,100,50,17.2,16.6,59.5,816780.8,791057.9,4.5,46.1,44.6,159.8,2191889.9,2119865.6,762440,223458.4,215919.4,223458.4,762440.1
7530293,SW - 527 East 78th Street,12/31/2021,1-01490-0019,1046417,527 East 78th Street,New York,10075,100,50,19.3,18.7,65.2,856677,830157,5,51.3,49.6,173,2274471.3,2200215.4,785691.7,230273,222500.5,230273.1,785691.8
7530294,SW - 535 East 78th Street,12/31/2021,1-01490-0023,1046418,535 East 78th Street,New York,10075,100,50,17.2,16.8,64.2,762412.3,747151.6,4.5,45.8,44.8,170.9,2030102.4,1987372.4,702611.1,205923.5,201450.9,205923.5,702611
